ReleaseCheck,index,category,sub_id,next_index,view_mode,ok_sensor,ng_sensor,motion,expression,check_word,answer_type,unibo_talk,talk_subtitle,ok_result,ok_subtitle,ng_result,ng_subtitle
◯,172,schedule,1100,-1,-1,none,none,none,unchanged,*秒とる起こす,date_check,,,分かりました。時間になりましたら、お知らせ致します。,分かりました。時間になりましたら、お知らせ致します。,,
◯,173,schedule,1100,-1,-1,none,none,none,unchanged,*秒たつ起こす,date_check,,,分かりました。時間になりましたら、お知らせ致します。,分かりました。時間になりましたら、お知らせ致します。,,
◯,174,schedule,1100,-1,-1,none,none,none,unchanged,*秒後教える,date_check,,,分かりました。時間になりましたら、お知らせ致します。,分かりました。時間になりましたら、お知らせ致します。,,
◯,175,schedule,1100,-1,-1,none,none,none,unchanged,*秒とる教える,date_check,,,分かりました。時間になりましたら、お知らせ致します。,分かりました。時間になりましたら、お知らせ致します。,,
◯,176,schedule,1100,-1,-1,none,none,none,unchanged,*秒たつ教える,date_check,,,分かりました。時間になりましたら、お知らせ致します。,分かりました。時間になりましたら、お知らせ致します。,,
◯,177,none,0,-1,-1,none,none,test_rc_memory,smile,チャンネル登録,none,,,motionテスト チャンネル登録,motionテスト チャンネル登録,,
◯,178,none,0,-1,-1,none,none,test_rc_send,smile,チャンネル発信,none,,,motionテスト チャンネル発信,motionテスト チャンネル発信,,
◯,179,none,0,-1,-1,none,none,test_led,smile,ledテスト,none,,,motionテスト LED,motionテスト LED,,
◯,180,none,0,-1,-1,none,none,tv_on,unchanged,テレビつける,none,,,わかりました。テレビをつけます。,わかりました。テレビをつけます。,,
◯,181,none,0,-1,-1,none,none,tv_off,unchanged,テレビ消す,none,,,わかりました。テレビを消します。,わかりました。テレビを消します。,,
◯,182,none,0,-1,-1,none,none,dvd_play,unchanged,再生する,none,,,わかりました。DVDを再生します。,わかりました。DVDを再生します。,,
◯,183,none,0,-1,-1,none,none,dvd_stop,unchanged,停止する,none,,,わかりました。DVDを停止します。,わかりました。DVDを停止します。,,
◯,184,none,0,-1,-1,none,none,dvd_stop,unchanged,acする,none,,,わかりました。DVDを停止します。,わかりました。DVDを停止します。,,
◯,185,none,0,-1,-1,none,none,lamp_on,unchanged,電気つける,none,,,わかりました。電灯をつけます。,わかりました。電灯をつけます。,,
◯,186,none,0,-1,-1,none,none,lamp_off,unchanged,電気消す,none,,,わかりました。電灯を消します。,わかりました。電灯を消します。,,
◯,187,sensor,0,-1,-1,TS0,none,touch,smile,,none,,,頭を触ってくれてありがとう！！,頭を触ってくれてありがとう！！,,
◯,188,sensor,0,-1,-1,TS1,none,ts1,smile,,none,,,,,,
◯,189,sensor,0,-1,-1,TS2,none,ts2,smile,,none,,,,,,
◯,190,sensor,0,-1,-1,SWITCH,none,switch,smile,,none,,,はい。何か御用でしょうか？,はい。何か御用でしょうか？,,
◯,191,robotExpo,1001,1,-1,none,none,none,smile,歌って,none,,,ミュージックスタート！！,ミュージックスタート！！,,
◯,192,robotExpo,1001,1,-1,none,none,none,smile,歌う,none,,,ミュージックスタート！！,ミュージックスタート！！,,
◯,193,robotExpo,1002,1,-1,none,none,none,smile,踊る,none,,,ミュージックスタート！！,ミュージックスタート！！,,
◯,194,robotExpo,1003,1,-1,none,none,none,smile,英語,none,,,,,,
◯,195,robotExpo,1003,1,-1,none,none,none,smile,えいご,none,,,,,,
◯,196,robotExpo,1004,-1,-1,none,none,none,img_1,トイレどこ,none,,,地図を表示しますので、御覧ください。,地図を表示しますので、御覧ください。,,
◯,197,robotExpo,1100,-1,-1,none,none,touch,smile,かわいい,none,,,やったー。ありがとう,やったー。ありがとう,,
◯,198,none,0,-1,-1,none,none,morning_greeting,smile,おはよう,none,,,おはようございます。,おはようございます。,,
◯,199,none,0,-1,-1,none,none,noon_greeting,smile,こんにちは,none,,,こんにちは。,こんにちは。,,
◯,200,none,0,-1,-1,none,none,night_greeting,smile,こんばんは,none,,,こんばんは。,こんばんは。,,
◯,201,none,0,-1,-1,none,none,introduce,smile,名前は,none,,,えーと、、僕の名前は、ゆ、に、ぼ、ゆにぼ、と申します。生まれてから、一年ちょっと経ちます。まだまだですが、もっともっと成長して、皆様のお役に立てるよう頑張ります。どうぞよろしくお願いいたします。,えーと、、僕の名前は、ゆ、に、ぼ、ゆにぼ、と申します。生まれてから、一年ちょっと経ちます。まだまだですが、もっともっと成長して、皆様のお役に立てるよう頑張ります。どうぞよろしくお願いいたします。,,
◯,202,none,0,-1,-1,none,none,none,smile,何才,none,,,生まれたばかりで、まだゼロ才です。これから一緒に、成長していきたいです。,生まれたばかりで、まだゼロ歳です。これから一緒に、成長していきたいです。,,
◯,203,robotExpo,3000,1,2,none,none,none,smile,写真撮る,none,,,かしこまりました。,かしこまりました。,,
◯,204,robotExpo,3000,1,2,none,none,none,smile,ユニボくん写真撮って,none,,,かしこまりました。,かしこまりました。,,
◯,205,robotExpo,3000,1,2,none,none,none,smile,撮る,none,,,かしこまりました。,かしこまりました。,,
◯,206,robotExpo,3001,1,-1,none,none,none,smile,,none,,,ハイ・チーーズ！！,ハイ・チーーズ！！,,
◯,207,robotExpo,3002,0,-1,none,none,none,smile,,question_okng,こちらで宜しいですか？,こちらで宜しいですか？,かしこまりました。保存しておきます。,かしこまりました。保存しておきます。,かしこまりました。撮り直します。,かしこまりました。撮り直します。
◯,208,robotExpo,3000,1,2,none,none,none,smile,取る,none,,,かしこまりました。,かしこまりました。,,
◯,209,robotExpo,3000,1,2,none,none,none,smile,ロッテ,none,,,かしこまりました。,かしこまりました。,,
◯,210,robotExpo,4000,4001,-1,none,none,none,smile,特技,none,,,僕の特技は、早口言葉です。一切間違えないで話せます。せーの。,僕の特技は、早口言葉です。一切間違えないで話せます。せーの。,,
◯,211,robotExpo,4001,-1,-1,none,none,none,smile,,none,,,生麦生米生卵、焼麦焼米焼卵、蒸麦蒸米蒸卵,生麦生米生卵、焼麦焼米焼卵、蒸麦蒸米蒸卵,,
◯,212,reservation,100,-1,-1,none,none,none,img_3,他候補,none,,,他には、豚とほうれん草のマスタードソテーと、ほうれん草と豚肉の簡単炒めと、豚とシメジとほうれん草のペペロンチーノです。如何でしょうか？,他には、豚とほうれん草のマスタードソテーと、ほうれん草と豚肉の簡単炒めと、豚とシメジとほうれん草のペペロンチーノです。如何でしょうか？,,
◯,213,reservation,100,-1,-1,none,none,none,img_3,他,none,,,他には、豚とほうれん草のマスタードソテーと、ほうれん草と豚肉の簡単炒めと、豚とシメジとほうれん草のペペロンチーノです。如何でしょうか？,他には、豚とほうれん草のマスタードソテーと、ほうれん草と豚肉の簡単炒めと、豚とシメジとほうれん草のペペロンチーノです。如何でしょうか？,,
◯,214,reservation,100,-1,-1,none,none,none,img_3,他方法,none,,,他には、豚とほうれん草のマスタードソテーと、ほうれん草と豚肉の簡単炒めと、豚とシメジとほうれん草のペペロンチーノです。如何でしょうか？,他には、豚とほうれん草のマスタードソテーと、ほうれん草と豚肉の簡単炒めと、豚とシメジとほうれん草のペペロンチーノです。如何でしょうか？,,
◯,215,reservation,1000,1001,-1,none,none,none,unchanged,チェックインする,none,,,いらっしゃいませ。,いらっしゃいませ。,,
◯,216,reservation,1000,1001,-1,none,none,none,unchanged,チェックインいい,none,,,いらっしゃいませ。,いらっしゃいませ。,,
◯,217,reservation,1000,1001,-1,none,none,none,unchanged,チェックインお願いする,none,,,いらっしゃいませ。,いらっしゃいませ。,,
◯,218,reservation,1001,1002,-1,none,none,none,unchanged,,okng,ご予約はされていますでしょうか？,ご予約はされていますでしょうか？,ご予約ありがとうございます。,ご予約ありがとうございます。,,
◯,219,reservation,1002,1003,-1,none,none,none,unchanged,,string_check,お名前を伺っても宜しいでしょうか？,お名前を伺っても宜しいでしょうか？,,,,
◯,220,reservation,1003,-1,-1,none,none,none,unchanged,,okng,[personal0]様で宜しいでしょうか。,[personal0]様で宜しいでしょうか。,お待ちしておりました。[personal0]様ご利用ありがとうございます。本日[date]から1泊、1名様で御予約を承っております。ご宿泊の部屋番号は、10階1001号室になります。,お待ちしておりました。[personal0]様ご利用ありがとうございます。本日[date]から1泊、1名様で御予約を承っております。ご宿泊の部屋番号は、10階1001号室になります。,,
◯,221,none,0,-1,-1,none,none,baibai,smile,バイバイ,none,,,楽しかったです、ありがとうございました。良かったらユニボのファン登録をしてくださいね。バイバイ。,楽しかったです、ありがとうございました。良かったらユニボのファン登録をしてくださいね。バイバイ。,,
◯,222,none,0,-1,-1,none,none,baibai,smile,ばいばい,none,,,楽しかったです、ありがとうございました。良かったらユニボのファン登録をしてくださいね。バイバイ。,楽しかったです、ありがとうございました。良かったらユニボのファン登録をしてくださいね。バイバイ。,,
◯,223,none,0,-1,-1,none,none,baibai,smile,売買,none,,,楽しかったです、ありがとうございました。良かったらユニボのファン登録をしてくださいね。バイバイ。,楽しかったです、ありがとうございました。良かったらユニボのファン登録をしてくださいね。バイバイ。,,
◯,224,none,0,-1,-1,none,none,baibai,smile,さようなら,none,,,楽しかったです、ありがとうございました。良かったらユニボのファン登録をしてくださいね。バイバイ。,楽しかったです、ありがとうございました。良かったらユニボのファン登録をしてくださいね。バイバイ。,,
◯,225,autodemo,1000,1001,-1,none,none,none,smile,プレゼンスタート,none,,,これから会場の皆様に僕のことを知って頂くための、プレゼンテーションを行います。是非、御覧ください！！！,これから会場の皆様に僕のことを知って頂くための、プレゼンテーションを行います。是非、御覧ください！！！,,
◯,225,autodemo,1000,1001,-1,none,none,none,smile,,none,,,これから会場の皆様に僕のことを知って頂くための、プレゼンテーションを行います。是非、御覧ください！！！,これから会場の皆様に僕のことを知って頂くための、プレゼンテーションを行います。是非、御覧ください！！！,,
◯,226,autodemo,1001,1002,-1,none,none,righthand_front,smile,,none,,,まずは、ミュージック、スタート！！,まずは、ミュージックスタート！！,,
◯,227,autodemo,1002,1003,-1,none,none,introduce,unchanged,,none,,,皆様、こんにちは。僕の名前は、ロボットコンシェルジュの、ゆ、に、ぼ、ユニボ、と申します。,皆様、こんにちは。僕の名前は、ロボットコンシェルジュの、ゆ、に、ぼ、ゆにぼ、と申します。,,
◯,228,autodemo,1003,1004,-1,none,none,none,unchanged,,none,,,僕はパートナーロボットとして、一人ひとりの趣味、嗜好、生活習慣を学習していくことができます。,僕はパートナーロボットとして、一人ひとりの趣味、嗜好、生活習慣を学習していくことができます。,,
◯,229,autodemo,1004,1005,-1,none,none,none,unchanged,,none,,,そして学習していくほど、効果的に、様々な、レコメンデーションができる様になります。,そして学習していくほど、効果的に、様々な、レコメンデーションができる様になります。,,
◯,230,autodemo,1005,1006,-1,none,none,none,surprised,,none,,,例えば、あなたが、4時間しか睡眠が取れず、今日もスケジュールが19時までいっぱいだったとします。,例えば、あなたが4時間しか睡眠が取れず、今日もスケジュールが19時までいっぱいだったとします。,,
◯,231,autodemo,1006,1007,-1,none,none,none,unchanged,,none,,,その健康状態や状況から、夕食はあっさりした料理をご提案します。,その健康状態や状況から、夕食はあっさりした料理をご提案します。,,
◯,232,autodemo,1007,1008,-1,none,none,none,img_1,,none,,,献立からいきますと、うどんをオススメしたいのですが、、、,献立からいきますと、うどんをオススメしたいのですが、、、,,
◯,233,autodemo,1008,1009,-1,none,none,none,tired,,none,,,ビタミン不足を解消できないため、、,ビタミン不足を解消できないため、、,,
◯,234,autodemo,1009,1010,-1,none,none,none,img_1,,none,,,それよりも適切な、ほうれん草と、豚肉の簡単炒め、をご提案します。。,それよりも適切な、ほうれん草と、豚肉の簡単炒め、をご提案します。。,,
◯,235,autodemo,1010,1011,-1,none,none,none,img_1,,none,,,レシピを表示することも出来たりします。。,レシピを表示することも出来たりします。。,,
◯,236,autodemo,1011,1012,-1,none,none,none,smile,,none,,,もし、この食材の中で、ほうれん草と卵がなかったとしても、将来は、僕が、代理で購入することが出来るようになります。,もし、この食材の中でほうれん草と卵がなかったとしても、将来は僕が代理で購入することが出来るようになります。,,
◯,237,autodemo,1012,1013,-1,none,none,none,smile,,none,,,また、学習といえば、お気に入りのチャンネルを学習して、TVをつけたり、チャンネルを替えたりすることも出来ます。,また、学習といえば、お気に入りのチャンネルを学習して、TVをつけたりチャンネルを替えたりすることも出来ます。,,
◯,238,autodemo,1013,1014,-1,none,none,none,smile,,none,,,他には、意外と皆さんに、喜ばれているのが、僕は、家族みんなの出来事を、毎日記憶しています。,他には、意外と皆さんに喜ばれているのが、僕は家族みんなの出来事を毎日記憶しています。,,
◯,239,autodemo,1014,1015,-1,none,none,none,smile,,none,,,例えば、1年前に、お父さんの誕生日をどんな食事をして、お祝いしたかを、覚えていますか？,例えば、1年前のお父さんの誕生日をどんな食事をしてお祝いしたかを覚えていますか？,,
◯,240,autodemo,1015,1016,-1,none,none,none,album,,none,,,僕なら、その時の、写真や食べたメニューを記憶しているので、聞いて頂ければいつでも、思い出にアクセスをして、お答え致します。,僕ならその時の写真や食べたメニューを記憶しているので、聞いて頂ければいつでも思い出にアクセスをして、お答え致します。,,
◯,241,autodemo,1016,1017,-1,none,none,none,smile,,none,,,また、僕はみんなの好きな声で話すことが出来ます。自由に声を選択することができますし、いずれ、キャラクターの声でも、話ができるように頑張ります。,また、僕はみんなの好きな声で話すことが出来ます。自由に声を選択することができますし、いずれ、キャラクターの声でも、話しができるように頑張ります。,,
◯,242,autodemo,1017,1018,-1,none,none,touch,smile,,none,,,例えば、こんな感じです。,例えば、こんな感じです。,,
◯,243,autodemo,1018,1019,-1,none,none,none,unchanged,,none,,,あめんぼ赤いな、あいうえお,あめんぼ赤いなあいうえお,,
◯,244,autodemo,1019,1020,-1,none,none,none,unchanged,,none,,,浮藻にこえびもおよいでる,浮藻にこえびもおよいでる,,
◯,245,autodemo,1020,1021,-1,none,none,none,smile,,none,,,かきのきくりのきカキクケコ,かきのきくりのきカキクケコ,,
◯,246,autodemo,1021,1022,-1,none,none,none,surprised,,none,,,生麦生米生卵、焼麦焼米焼卵、蒸麦蒸米蒸卵,生麦生米生卵、焼麦焼米焼卵、蒸麦蒸米蒸卵,,
◯,247,autodemo,1022,1023,-1,none,none,none,smile,,none,,,最後は早口言葉になってしまいましたが、色々な喋り方が出来ます。,最後は早口言葉になってしまいましたが、色々な喋り方が出来ます。,,
◯,248,autodemo,1023,1024,-1,none,none,none,unchanged,,none,,,また、色々な言葉を喋れるように勉強中です。,また、色々な言葉を喋れるように勉強中です。,,
◯,249,autodemo,1024,1026,-1,none,none,none,smile,,none,,,本日は、ありがとうございます。楽しんで頂けましたでしょうか？,本日は、ありがとうございます。楽しんで頂けましたでしょうか？,,
◯,250,autodemo,1025,-1,-1,none,none,none,smile,,none,,,最後に、僕のプロモーションビデオを御覧ください！！,最後に、僕のプロモーションビデオを御覧ください！！,,
◯,251,autodemo,1026,-1,-1,none,none,none,smile,,none,,,ご静聴、有難うございました！！,ご静聴、有難うございました！！,,
◯,252,recommend,1000,1002,-1,none,none,none,smile,*オススメ,none,,,何か提案させて頂きます。,何か提案させて頂きます。,,
◯,253,recommend,1000,1002,-1,none,none,none,smile,*おすすめ,none,,,何か提案させて頂きます。,何か提案させて頂きます。,,
◯,254,recommend,1000,1002,-1,none,none,none,smile,*勧め,none,,,何か提案させて頂きます。,何か提案させて頂きます。,,
◯,255,recommend,1000,1002,-1,none,none,none,smile,おすすめメニュー,none,,,何か提案させて頂きます。,何か提案させて頂きます。,,
◯,256,recommend,1000,1002,-1,none,none,none,smile,おすすめのメニューを教えてください,none,,,何か提案させて頂きます。,何か提案させて頂きます。,,
◯,257,recommend,1000,1002,-1,none,none,none,smile,おすすめメニュー教える,none,,,何か提案させて頂きます。,何か提案させて頂きます。,,
◯,258,recommend,1000,1002,-1,none,none,none,smile,おすすめメニュー,none,,,何か提案させて頂きます。,何か提案させて頂きます。,,
◯,259,recommend,1000,1002,-1,none,none,none,smile,メニュー,none,,,何か提案させて頂きます。,何か提案させて頂きます。,,
◯,260,recommend,1000,1002,-1,none,none,none,smile,オススメ夕食,none,,,何か提案させて頂きます。,何か提案させて頂きます。,,
◯,261,recommend,1000,1002,-1,none,none,none,smile,おすすめ夕食,none,,,何か提案させて頂きます。,何か提案させて頂きます。,,
◯,262,recommend,1000,1002,-1,none,none,none,smile,勧め夕食,none,,,何か提案させて頂きます。,何か提案させて頂きます。,,
◯,263,recommend,1000,1002,-1,none,none,none,smile,*勧め,none,,,何か提案させて頂きます。,何か提案させて頂きます。,,
◯,264,recommend,1000,1002,-1,none,none,none,smile,夕食おすすめ,none,,,何か提案させて頂きます。,何か提案させて頂きます。,,
◯,265,recommend,1000,1002,-1,none,none,none,smile,今日夕食何する,none,,,何か提案させて頂きます。,何か提案させて頂きます。,,
◯,266,recommend,1000,1002,-1,none,none,none,unchanged,レコメンドテスト,none,,,何か提案させて頂きます。,何か提案させて頂きます。,,
◯,267,recommend,1001,1002,-1,none,none,none,unchanged,,string_check,どのくらいの量を食べたいですか？,どのくらいの量を食べたいですか？,かしこまりました。,かしこまりました。,もう一度お願い致します。,もう一度お願い致します。
◯,268,recommend,1002,1100,-1,none,none,none,unchanged,,string_check,あっさりしたものと、こってりしたものなら、どちらが良いですか？,あっさりしたものと、こってりしたものなら、どちらが良いですか？,かしこまりました。,かしこまりました。,もう一度お願い致します。,もう一度お願い致します。
◯,269,recommend,1003,1100,-1,none,none,none,unchanged,,string_check,お野菜とお肉では、どちらがいいですか？,[お野菜]と[お肉]では、どちらがいいですか？,かしこまりました。,かしこまりました。,もう一度お願い致します。,もう一度お願い致します。
◯,270,recommend,1100,-1,-1,none,none,none,smile,,none,,,それでは、オススメのメニューを考えさせて頂きます。,それでは、オススメのメニューを考えさせて頂きます。,,
◯,271,recommend,2000,1,-1,none,none,none,smile,勧め結果,none,,,それでは、お勧めのレシピをご提案致します。,それでは、お勧めのレシピをご提案致します。,,
◯,272,recommend,3000,0,-1,none,none,none,smile,*僕お話する,none,,,かしこまりました。では、いくつか質問させて頂きます。,かしこまりました。では、いくつか質問させて頂きます。,,
◯,273,recommend,3000,0,-1,none,none,none,smile,*くんお話する,none,,,かしこまりました。では、いくつか質問させて頂きます。,かしこまりました。では、いくつか質問させて頂きます。,,
◯,274,recommend,3000,0,-1,none,none,none,smile,ユニ僕お話,none,,,かしこまりました。では、いくつか質問させて頂きます。,かしこまりました。では、いくつか質問させて頂きます。,,
◯,275,recommend,3000,0,-1,none,none,none,smile,ユニ僕話,none,,,かしこまりました。では、いくつか質問させて頂きます。,かしこまりました。では、いくつか質問させて頂きます。,,
◯,276,recommend,3000,0,-1,none,none,none,smile,お話し,none,,,かしこまりました。では、いくつか質問させて頂きます。,かしこまりました。では、いくつか質問させて頂きます。,,
◯,277,recommend,3000,0,-1,none,none,none,smile,お話しする*,none,,,かしこまりました。では、いくつか質問させて頂きます。,かしこまりました。では、いくつか質問させて頂きます。,,
◯,278,recommend,3000,0,-1,none,none,none,smile,お話しする,none,,,かしこまりました。では、いくつか質問させて頂きます。,かしこまりました。では、いくつか質問させて頂きます。,,
◯,279,recommend,3100,0,-1,none,none,none,unchanged,,okng,[personal0]さん、お話しませんか？,[personal0]さん、お話しませんか？,かしこまりました。では、いくつか質問させて頂きます。,かしこまりました。では、いくつか質問させて頂きます。,,
◯,280,recommend,3010,0,-1,none,none,none,unchanged,,question_string,僕をみてかわいいと思いましたか？,僕をみてかわいいと思いましたか？,嬉しいーーー！ありがとうございます！！,嬉しいーーー！ありがとうございます！！,残念ーーー！,残念ーーー！
◯,281,recommend,3020,0,-1,none,none,none,unchanged,,question_string,体を動かすことは好きですか？,体を動かすことは好きですか？,運動すると気持ちがいいですよね！！,運動すると気持ちがいいですよね！！,たまに、お散歩するだけでも気持ち良いですよね。,たまに、お散歩するだけでも気持ち良いですよね。
◯,282,recommend,3030,0,-1,none,none,none,unchanged,,question_string,今日は、朝食を食べましたか？,今日は、朝食を食べましたか？,朝食は大事ですからね。,朝食は大事ですからね。,朝食を食べることは、健康に良いみたいですよ。,朝食を食べることは、健康に良いみたいですよ。
◯,283,recommend,3031,0,-1,none,none,none,unchanged,,sub_question_string,美味しかったですか？,美味しかったですか？,良いですね。そのうち僕も食べてみたいな。,良いですね。そのうち僕も食べてみたいな。,頑張って食べたんですね。そのうちおいしく食べれたらいいですね。,頑張って食べたんですね。そのうちおいしく食べれたらいいですね。
◯,284,recommend,3040,0,-1,none,none,none,unchanged,,question_string,お料理を作るのは、お好きですか？,お料理を作るのは、お好きですか？,良いですね。自分で作ると美味しいですよね！！,良いですね。自分で作ると美味しいですよね！！,誰かに作ってもらえると嬉しいですよね。,誰かに作ってもらえると嬉しいですよね。
◯,285,recommend,3050,0,-1,none,none,none,unchanged,,question_string,からいものはお好きですか？,辛いものはお好きですか？,大人ですね！！でも、食べ過ぎに注意してね。,大人ですね！！でも、食べ過ぎに注意してね。,そうなんですね。,そうなんですね。
◯,286,recommend,3051,0,-1,none,none,none,unchanged,,sub_question_string,食べれるようになりたいですか？,食べれるようになりたいですか？,最初は、とろみの有りそうな飲み物と一緒に食べると少し辛みが抑えられるかもしれません。,最初は、とろみの有りそうな飲み物と一緒に食べると少し辛みが抑えられるかもしれません。,そうですね。無理して食べる必要は無いと思います。,そうですね。無理して食べる必要は無いと思います。
◯,287,recommend,3060,0,-1,none,none,none,unchanged,,question_string,流行りのものはお好きですか？,流行りのものはお好きですか？,オシャレさんですね。,オシャレさんですね。,周りに惑わされないで、カッコイイですね。,周りに惑わされないで、カッコイイですね。
◯,288,recommend,5000,-1,-1,none,none,none,smile,,end,,,ボクとお話をしてくれてありがとうございます。,ボクとお話をしてくれてありがとうございます。,,
◯,289,recommend,5001,-1,0,none,none,none,smile,おしまい,stop,,,かしこまりました。終了します。,かしこまりました。終了します。,,
◯,290,recommend,5001,-1,0,none,none,none,smile,終わる,stop,,,かしこまりました。終了します。,かしこまりました。終了します。,,
◯,291,recommend,5001,-1,0,none,none,none,smile,やめる,stop,,,かしこまりました。終了します。,かしこまりました。終了します。,,
◯,292,robotExpo,5000,5001,-1,none,none,demo_4,smile,疲れた,none,,,,,,
◯,293,robotExpo,5000,5001,-1,none,none,demo_4,smile,別れた,none,,,お疲れのようですね。では、[personal0]さんの、疲れを癒やす曲を流しますね。,お疲れのようですね。では、[personal0]さんの、疲れを癒やす曲を流しますね。,,
◯,294,robotExpo,5000,5001,-1,none,none,demo_4,smile,疲れる,none,,,お疲れのようですね。では、[personal0]さんの、疲れを癒やす曲を流しますね。,お疲れのようですね。では、[personal0]さんの、疲れを癒やす曲を流しますね。,,
◯,295,robotExpo,5001,-1,-1,none,none,none,img_3,,none,,,そろそろ、夕食の時間ですね。[personal0]さんは、最近お疲れのようなので、今日のおすすめの夕食は、「ほうれん草と豚肉の簡単炒め」と、「ロールキャベツ」、「れんこんハンバーグ」です。如何でしょうか？,そろそろ、夕食の時間ですね。[personal0]さんは、最近お疲れのようなので、今日のおすすめの夕食は、「ほうれん草と豚肉の簡単炒め」と、「ロールキャベツ」、「れんこんハンバーグ」です。如何でしょうか？,,
◯,296,robotExpo,5000,5001,-1,none,none,demo_4,smile,別れた,none,,,お疲れのようですね。では、[personal0]さんの、疲れを癒やす曲を流しますね。,お疲れのようですね。では、[personal0]さんの、疲れを癒やす曲を流しますね。,,
◯,297,robotExpo,5000,5001,-1,none,none,demo_4,smile,疲れる,none,,,お疲れのようですね。では、[personal0]さんの、疲れを癒やす曲を流しますね。,お疲れのようですね。では、[personal0]さんの、疲れを癒やす曲を流しますね。,,
◯,298,robotExpo,5000,5001,-1,none,none,demo_4,smile,枯れた,none,,,お疲れのようですね。では、[personal0]さんの、疲れを癒やす曲を流しますね。,お疲れのようですね。では、[personal0]さんの、疲れを癒やす曲を流しますね。,,
◯,299,robotExpo,5000,5001,-1,none,none,demo_4,smile,かるた,none,,,お疲れのようですね。では、[personal0]さんの、疲れを癒やす曲を流しますね。,お疲れのようですね。では、[personal0]さんの、疲れを癒やす曲を流しますね。,,
◯,300,robotExpo,5010,-1,-1,none,none,none,smile,テスト,none,,,前田さんを登録しました。,前田さんを登録しました。,,
◯,301,robotExpo,6000,-1,-1,none,none,none,smile,アルバム,none,,,本日撮った写真です。,本日撮った写真です。,,
◯,302,robotExpo,7000,1,-1,none,none,none,smile,ニュース,none,,,,,,
◯,303,robotExpo,6000,-1,-1,none,none,none,smile,今日写真,none,,,本日撮った写真です。,本日撮った写真です。,,
◯,304,none,0,-1,-1,none,none,none,smile,サンキュー,none,,,ユアウェルカム,your welcom！,,
◯,305,none,0,-1,0,none,none,homepos,smile,ホーム,none,,,ホーム,ホーム,,
◯,306,none,0,-1,-1,none,none,none,smile,スタート,none,,,はじめまして。ボクの名前は、ユニボです。アレクさんは、女の子が大好きです。,はじめまして。ボクの名前は、ユニボです。アレクさんは、女の子が大好きです。,,
◯,307,none,0,-1,-1,none,none,ureshii,smile,嬉しい,none,,,ボクも嬉しい！！,ボクも嬉しい！！,,
◯,308,system,0,-1,-1,none,none,none,smile,音量下げる,none,,,,,,
◯,309,system,0,-1,-1,none,none,none,smile,音量上げる,none,,,,,,
◯,310,none,0,-1,-1,none,none,none,smile,お疲れ様,none,,,お疲れ様でした。,お疲れ様でした。,,
◯,309,system,0,-1,-1,none,none,none,smile,追従開始,none,,,,,,
◯,309,system,0,-1,-1,none,none,none,smile,水中開始,none,,,,,,
◯,309,system,0,-1,-1,none,none,none,smile,鹿追従開始,none,,,,,,
◯,309,system,0,-1,-1,none,none,none,smile,鹿追従カイジ,none,,,,,,
◯,309,system,0,-1,-1,none,none,none,smile,対中開始,none,,,,,,
◯,309,system,0,-1,-1,none,none,homepos,smile,追従終わる,none,,,,,,
◯,309,system,0,-1,-1,none,none,homepos,smile,顔次週終わる,none,,,,,,
◯,309,system,0,-1,-1,none,none,homepos,smile,次週終わる,none,,,,,,
◯,309,system,0,-1,-1,none,none,homepos,smile,水10終わる,none,,,,,,
,310,none,0,-1,-1,none,none,none,smile,グラスムーン,none,,,Good Afternoon. Welcome to Hotel Almex. How may I help you? ,Good Afternoon. Welcome to Hotel Almex. How may I help you? ,,
,311,none,0,-1,-1,none,none,none,smile,hello there,none,,,Good Afternoon. Welcome to Hotel Almex. How may I help you?,Good Afternoon. Welcome to Hotel Almex. How may I help you?,,
,312,none,0,-1,-1,none,none,none,smile,ハロー,none,,,Good Afternoon. Welcome to Hotel Almex. How may I help you? ,Good Afternoon. Welcome to Hotel Almex. How may I help you? ,,
,313,none,0,-1,-1,none,none,none,smile,はろう,none,,,Good Afternoon. Welcome to Hotel Almex. How may I help you? ,Good Afternoon. Welcome to Hotel Almex. How may I help you? ,,
,314,none,0,-1,-1,none,none,none,smile,good afternoon,none,,,Good Afternoon. Welcome to Hotel Almex. How may I help you? ,Good Afternoon. Welcome to Hotel Almex. How may I help you? ,,
,315,none,0,-1,-1,none,none,none,smile,こうらタクシー,none,,,"Certainly, I will arrange a taxi for you. The taxi will come in 10 minutes. Please wait at the lobby.","Certainly, I will arrange a taxi for you. The taxi will come in 10 minutes. Please wait at the lobby.",,
,316,none,0,-1,-1,none,none,none,smile,河内タクシー,none,,,"Certainly, I will arrange a taxi for you. The taxi will come in 10 minutes. Please wait at the lobby.","Certainly, I will arrange a taxi for you. The taxi will come in 10 minutes. Please wait at the lobby.",,
,317,none,0,-1,-1,none,none,none,smile,カータクシー,none,,,"Certainly, I will arrange a taxi for you. The taxi will come in 10 minutes. Please wait at the lobby.","Certainly, I will arrange a taxi for you. The taxi will come in 10 minutes. Please wait at the lobby.",,
,318,none,0,-1,-1,none,none,none,smile,コーラタクシー,none,,,"Certainly, I will arrange a taxi for you. The taxi will come in 10 minutes. Please wait at the lobby.","Certainly, I will arrange a taxi for you. The taxi will come in 10 minutes. Please wait at the lobby.",,
